q_log10,rmse_log,coverage_event_equal,p_false_safe,p_false_safe_u95,beta_fs_cons,p_false_unsafe,conditional_miss_event_mean,conditional_miss_pooled,n_unsafe_rows,n_events_with_unsafe,n_test_rows,n_test_events,model,N,rep,subset
0.3125089156669194,0.3225309579035784,0.6116662549407115,0.0032382246376811592,0.008152173913043478,2.4020305254184104,0.07206748188405798,0.09523809523809523,0.07894736842105263,76,3,1496,8,ridge_direct,500,2,3-story
0.3125089156669194,0.3601660202156826,0.5619915184453228,0.0,0.0,5.9978070150076865,0.06117527173913044,0.0,0.0,16,2,1496,8,ridge_direct,500,2,6-story
0.3294926196254439,0.6105739097681545,0.4915354290184454,0.0009397644927536231,0.0020380434782608695,2.8722125627246866,0.16180366847826086,0.06084656084656084,0.043478260869565216,92,3,2992,8,ridge_direct,500,3,all
0.3294926196254439,0.5912568363777432,0.5200613471673254,0.0018795289855072462,0.004076086956521739,2.645701413211112,0.16894248188405797,0.07142857142857142,0.05263157894736842,76,3,1496,8,ridge_direct,500,3,3-story
0.3294926196254439,0.6292983012973448,0.4630095108695652,0.0,0.0,5.9978070150076865,0.15466485507246377,0.0,0.0,16,2,1496,8,ridge_direct,500,3,6-story
0.323584345943726,0.38592648572978616,0.5522552289196311,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.09070991847826086,0.08465608465608465,0.06521739130434782,92,3,2992,8,ridge_direct,500,4,all
0.323584345943726,0.3752608629287638,0.5643033596837945,0.0032382246376811592,0.008152173913043478,2.4020305254184104,0.10045289855072462,0.09523809523809523,0.07894736842105263,76,3,1496,8,ridge_direct,500,4,3-story
0.323584345943726,0.39630517222141476,0.5402070981554677,0.0,0.0,5.9978070150076865,0.0809669384057971,0.0,0.0,16,2,1496,8,ridge_direct,500,4,6-story
0.3246908708835954,0.41977971030226674,0.5550863595191041,0.0,0.0,5.9978070150076865,0.11931612318840579,0.0,0.0,92,3,2992,8,ridge_direct,500,5,all
0.3246908708835954,0.41592924645215373,0.5618453557312253,0.0,0.0,5.9978070150076865,0.14188179347826085,0.0,0.0,76,3,1496,8,ridge_direct,500,5,3-story
0.3246908708835954,0.42359517502994937,0.5483273633069828,0.0,0.0,5.9978070150076865,0.09675045289855073,0.0,0.0,16,2,1496,8,ridge_direct,500,5,6-story
