protocol,model,model_label,threshold_idr,cost_ratio_false_safe,event_count,true_exceed_rate,false_safe_rate,false_unsafe_rate,expected_loss
event-disjoint target,pretrained_finetune,MLP finetune,0.015,50,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.07790817481884058
event-disjoint target,pretrained_finetune,MLP finetune,0.015,100,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.11948992300724637
event-disjoint target,pretrained_finetune,MLP finetune,0.02,1,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,2,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,5,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,10,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,25,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,50,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.02,100,8,0.0,0.0,0.024044950181159423,0.024044950181159423
event-disjoint target,pretrained_finetune,MLP finetune,0.03,1,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,2,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,5,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,10,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,25,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,50,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.03,100,8,0.0,0.0,0.011731204710144928,0.011731204710144928
event-disjoint target,pretrained_finetune,MLP finetune,0.04,1,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,2,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,5,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,10,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,25,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,50,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,pretrained_finetune,MLP finetune,0.04,100,8,0.0,0.0,0.006153759057971015,0.006153759057971015
event-disjoint target,rf_direct,RF direct,0.005,1,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.066796875
event-disjoint target,rf_direct,RF direct,0.005,2,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.06884057971014493
event-disjoint target,rf_direct,RF direct,0.005,5,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.07497169384057971
event-disjoint target,rf_direct,RF direct,0.005,10,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.08519021739130435
event-disjoint target,rf_direct,RF direct,0.005,25,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.11584578804347827
event-disjoint target,rf_direct,RF direct,0.005,50,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.16693840579710145
event-disjoint target,rf_direct,RF direct,0.005,100,8,0.06770833333333334,0.0020437047101449276,0.06475317028985507,0.26912364130434785
event-disjoint target,rf_direct,RF direct,0.0075,1,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.038094429347826086
event-disjoint target,rf_direct,RF direct,0.0075,2,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.042206182065217396
event-disjoint target,rf_direct,RF direct,0.0075,5,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.0545414402173913
event-disjoint target,rf_direct,RF direct,0.0075,10,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.07510020380434783
event-disjoint target,rf_direct,RF direct,0.0075,25,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.1367764945652174
event-disjoint target,rf_direct,RF direct,0.0075,50,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.2395703125
event-disjoint target,rf_direct,RF direct,0.0075,100,8,0.03549592391304348,0.004111752717391304,0.033982676630434784,0.44515794836956524
event-disjoint target,rf_direct,RF direct,0.01,1,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.027438858695652175
event-disjoint target,rf_direct,RF direct,0.01,2,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.03227015398550725
event-disjoint target,rf_direct,RF direct,0.01,5,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.046764039855072465
event-disjoint target,rf_direct,RF direct,0.01,10,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.07092051630434783
event-disjoint target,rf_direct,RF direct,0.01,25,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.14338994565217392
event-disjoint target,rf_direct,RF direct,0.01,50,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.2641723278985507
event-disjoint target,rf_direct,RF direct,0.01,100,8,0.017844202898550723,0.0048312952898550724,0.0226075634057971,0.5057370923913044
event-disjoint target,rf_direct,RF direct,0.015,1,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.019379528985507245
event-disjoint target,rf_direct,RF direct,0.015,2,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.02056442481884058
event-disjoint target,rf_direct,RF direct,0.015,5,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.02411911231884058
event-disjoint target,rf_direct,RF direct,0.015,10,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.030043591485507247
event-disjoint target,rf_direct,RF direct,0.015,25,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.04781702898550724
event-disjoint target,rf_direct,RF direct,0.015,50,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.07743942481884059
event-disjoint target,rf_direct,RF direct,0.015,100,8,0.0029211956521739127,0.0011848958333333334,0.018194633152173914,0.13668421648550724
event-disjoint target,rf_direct,RF direct,0.02,1,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,2,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,5,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,10,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,25,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,50,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.02,100,8,0.0,0.0,0.012907608695652174,0.012907608695652174
event-disjoint target,rf_direct,RF direct,0.03,1,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,2,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,5,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,10,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,25,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,50,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.03,100,8,0.0,0.0,0.0024456521739130437,0.0024456521739130437
event-disjoint target,rf_direct,RF direct,0.04,1,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,rf_direct,RF direct,0.04,2,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,rf_direct,RF direct,0.04,5,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,rf_direct,RF direct,0.04,10,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,rf_direct,RF direct,0.04,25,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
