path,bytes,sha256
outputs/figures/ress_final/Figure_4.png,762648,e8d45d0cab30411a3f836134f1aac72bba9b8a7b87c886eabc8abb6c42df29c6
outputs/figures/ress_final/Figure_4.svg,72225,d8d6a6e376f04b9dadd8f084f425f6e1e1c22b6e9b40fc5e14f5cef52ea1f216
outputs/figures/ress_final/Figure_5.pdf,37883,ede5bc44cd931745aeb1119d83cfa1e47392f16bdff390e530b5b1811051ca07
outputs/figures/ress_final/Figure_5.png,210490,fa6ed9fe86aaf0f7a1ea00fd7b965f65fa50480514f27ed59ce84fe06a9d3993
outputs/figures/ress_final/Figure_5.svg,27736,12e344962e14e31e20b34acd6b60493a04b6d0d4beb25c922a1cf28ce83c311f
outputs/figures/ress_final/Figure_6.pdf,60094,a150c9a6ff8e8da7bdb58342656d9a57aae17e14aa43014c55e96081a2fc142d
outputs/figures/ress_final/Figure_6.png,346624,f33403b20d3042433f26e440c1f238e9b5ac431a464a14f9c4fb8419b2ff1790
outputs/figures/ress_final/Figure_6.svg,56886,83a1d504f6446adad31cbc11ffc8e48902becb3b06606939695e665e24f0cc0c
outputs/figures/ress_final/Figure_7.pdf,52774,81ee8b39a4edaa93f43d77dc48e2095c4cb0c91b7a5854b060bc64851b4fa0d3
outputs/figures/ress_final/Figure_7.png,326069,268c5c12b15c0473fb856c183964929ced436fa7cc1042243826a4f8e323a622
outputs/figures/ress_final/Figure_7.svg,36909,c062ad2f1fcbbef228ec97478b2fce4ac58ba85f7c70d219f84000a48a20989e
outputs/figures/ress_final/Figure_8.pdf,58970,f3f073c3c1e3c6d0e04452ce4abb8b36d35bf9c1e110a61dc891bd408c0fe1de
outputs/figures/ress_final/Figure_8.png,468971,739334b89a00ec947540bbb6f635ccab70fc2645d97dfddf096cbc2268740f44
outputs/figures/ress_final/Figure_8.svg,62767,f22e699388ffa7954d96768c9b7892a07d1e7bf05ebb7e547aa6f298a6c311e5
outputs/figures/ress_final/Figure_9.pdf,33497,9f6178cd7f89336a5ee4b190b1630dbe9123b159e08edf697cae5c9efe690044
outputs/figures/ress_final/Figure_9.png,268196,b852a947bbb9519ba8bfa5665b575c9fde89bca6a6c7f6f0587665d5235048d2
outputs/figures/ress_final/Figure_9.svg,20120,45bb5866d01fd245686c79f6548d19200ef3617ff5f96733f7d6080cebbd3688
outputs/high_target/nonlinear_mdof_grid_full/nonlinear_mdof_meta.json,284,2cd436803c4fb77637b369412547302559c4aaff7a7d088634700372982360ae
outputs/high_target/nonlinear_mdof_grid_full/nonlinear_mdof_summary.csv,455,e657a6d336fb39f0a78427408fa58d06fc9aa97f716ee66a51a121961cc2d563
outputs/high_target/nonlinear_mdof_grid_full/recorded_nonlinear_mdof_labels.csv,11275827,781439051623ccce4905626850978898f552765bb126375c7842ffd39d52b43e
outputs/high_target/r34_filter_value/filter_value_regret_cells.csv,18315,70f58e23a038b09d92969d4a0111ac876b54ea1e6cfa4fbaf7104adc369629e4
outputs/high_target/r34_filter_value/R34_UPGRADE_RESULTS.md,3949,ce033ab1963f50a959d6171aa535da29ea50100591279135d9e6e43ed9c81db7
outputs/high_target/r34_filter_value/shift_aware_conformal_detail.csv,15610,ff004ca0354fcc28765c8f54743bb2b55d4414486d5a5e781be7d5ff4f8845fb
outputs/high_target/r34_filter_value/shift_aware_conformal_summary.csv,1651,09b725efc3e720084236191e29cb996db3bc0f6f76ebf3836b8c7a691cad6f58
outputs/high_target/r35_bound_coverage/bound_coverage_detail.csv,3162,1c55821a47215487c8ad77d2e1ad5efeb473eca21c866420e1ed1c4c31f9242d
outputs/high_target/r35_bound_coverage/bound_coverage_summary.csv,1228,eb1eef460f22961bfa9508d8f193f2a0aa723454a0ae02d9b03322050cb196d8
outputs/high_target/r35_bound_coverage/R35_E3_BOUND_COVERAGE_REPORT.md,842,585f30d5c67370e83eb62e7c28d85cc4815edd32cad321898b6a73cd5a78e81f
outputs/high_target/r35_cmapss/cmapss_audit_detail.csv,2181,d639dd7ccaa5f0eff6847c363f53a02ef17d30b17a931daaba3663f5c2eda02f
outputs/high_target/r35_cmapss/cmapss_audit_summary.csv,599,8838b3111e4952c985ce7ec82fa6921791ed750587ecddfedc6efe1bb6764b2d
outputs/high_target/r35_cmapss/R35_B_CMAPSS_REPORT.md,759,282d71d437b72e1837a143bdd977c9e739f255097cc890a4f39d695d708779fd
outputs/high_target/r35_conditional_miss/conditional_miss_by_budget.csv,1923,a6fbdf88b7c8c7f5bea6ba9abe84d16da87ea8b5a54657c85176cf493e392cd6
outputs/high_target/r35_conditional_miss/conditional_miss_n500.csv,12492,4f227659f827efa6e76cf472cd889839f228c43e997a7422b5cc06de8a7abb14
outputs/high_target/r35_conditional_miss/crc_baseline_detail.csv,4892,970f77632de59d02f201200795345b83196cea4d0f7bc41affe797e660a61d60
outputs/high_target/r35_conditional_miss/crc_baseline_summary.csv,524,c3ca2b3fc4fc4ca7baac6c7d4d77a1a59b9bdef6913e6ff08ae0d1af6405f51e
outputs/high_target/r35_conditional_miss/event_metadata_table.csv,7185,b2609aead72f200fee9494ab200bc2019f350109a7d57d366bbdc4ec0147154d
outputs/high_target/r35_conditional_miss/R35_PRECOMPUTE_REPORT.md,1986,93a660c6a3c24087935c6e9002d6b6b755159f47b3332cfd66e731eecae73077
outputs/high_target/r35_evidence_scaling/evidence_scaling_detail.csv,8987,21bf11b318ec800d35be6de8f710c28e9ddc58ea8199c465400e7046d554e1f7
outputs/high_target/r35_evidence_scaling/evidence_scaling_summary.csv,5018,6b1e06946e81427f1300cd6aa928bc9e5a461af3ba1411e0756df7d455ab7248
outputs/high_target/r35_evidence_scaling/population_limit_verdicts.csv,2656,f901dfadd99ccd0459b192cdf0bb5b16f84c3cad58ff08d417f19f8fc9ccc338
outputs/high_target/r35_evidence_scaling/R35_E7_EVIDENCE_SCALING_REPORT.md,2440,c79059139e6b56e851bb5edd9ddae1faa617f90ae19113d203eb55cbeaf6fa29
outputs/high_target/r35_partition_stability/partition_budget_contrast.csv,258,57f799be3ebd90e6a3124f47aa567e99b29741d4a0c800f91dab262efdc0f1a2
outputs/high_target/r35_partition_stability/partition_stability_detail.csv,194621,59662d11ed6d71a5a012f20fc9587429cadd5d3f3d3eea83704fa66bba3c41b7
outputs/high_target/r35_partition_stability/partition_stability_summary.csv,1303,2bd48e50e471249e68be5bb4bd65c1e56ead4cb2e3247bbd9ac81b919e7423b5
outputs/high_target/r35_partition_stability/partition_stability_wide_detail.csv,185337,8cdbc763745e3b6bfb56d8df04f80d2e11948f9a2ac3a80f6cceb62020e351aa
outputs/high_target/r35_partition_stability/partition_stability_wide_summary.csv,1240,d0815f455f4bb8279252b7bf2a7670525e9e7b8e9f9460e9ff485c6aefa57a65
outputs/high_target/r35_partition_stability/partition_thresholds_detail.csv,540105,38aa9bde4a60a9c8643f0917072a765ba053a9b201b94fa9f1a6962ec91605fc
outputs/high_target/r35_partition_stability/partition_thresholds_summary.csv,2089,f91aafb240bbcf774c6cc4588df423b610aff21880ce44ad78659f1bee18f9db
outputs/high_target/r35_partition_stability/R35_E1_PARTITION_STABILITY_REPORT.md,1227,09ecaae83599a3383cbea03aab0222a4ec011bf6ce47bfadae9ea038f997c648
outputs/high_target/r35_partition_stability/R35_E1B_WIDE_REPORT.md,767,266e3f3c13fc29cd6e907e8be009cdcd7b7973a2c1cec65ce166173295e3ae48
outputs/high_target/r35_partition_stability/R35_E1C_THRESHOLDS_REPORT.md,1714,9304019142eed91d7f2369d9e9a17bfedde89520ece51d3f6cc3aa5fddcdcc00
outputs/high_target/r35_sa_ablation/R35_E2_SA_ABLATION_REPORT.md,3489,1ed00e1df2bda8ea163aeec596411b02604e4bbba41d80ef721f44061db224bc
outputs/high_target/r35_sa_ablation/sa_ablation_detail.csv,140593,5df3218126fa6e271bc43832d8d135d7ea0ab0e20ab9778614043a309f666332
outputs/high_target/r35_sa_ablation/sa_ablation_summary.csv,10842,8d9926cd958236632398b65bef87a3e526e38c2ae750902709b2c7a11a31f433
outputs/high_target/r35_sa_ablation/sa_ablation_verdict_flips.csv,4051,af2ac87685a515850f3913c4a57400a93b64334a3eb9cf6fa84793c4bdc07617
outputs/high_target/r35_solver_verification/cross_solver_spot_checks.csv,905,348cb9f6fc7c8968cc9cb5bdcdc18322e42683a479d774b88c4ce50b1043b0f5
outputs/high_target/r35_solver_verification/R35_E4_SOLVER_VERIFICATION_REPORT.md,686,73abf23f058d2890c699c8df318de5a77737bff9d5e9dc9f78ccca447a49f544
outputs/high_target/r35_solver_verification/solver_verification_labels.csv,298289,6afe8e66329fbb1933fc584232a07ab64274a91170718bd6297e47a15e97108d
outputs/high_target/r35_subset_guard/guard_sensitivity.csv,2288,c4d8dc0ece04e6526cbee449846c79eea1c40fb0e6dd2c17cee4be4a4f1e0c8d
outputs/high_target/r35_subset_guard/R35_E5_E6_REPORT.md,2046,83bb7726debe238a65c00b96e1d6f821c2f50db1188c328e6dff41ccef2ce638
outputs/high_target/r35_subset_guard/story_subset_detail.csv,47626,0737deb83d140a4a524709d26391d13a9ef8d3a25373793dd4435ba8d28c7930
outputs/high_target/r35_subset_guard/story_subset_summary.csv,2191,c7aaef967eaf23002cb0d39bf84c0ffba3b5a0f83ea4410e8e177819eb14f07b
outputs/high_target/recorded_nsmp_full/nsmp_recorded_population_meta.json,628,a9a4a8e53dd745bf6066b3e60510219b4e87b47ccd11c2ac1f36a75d7e497e16
outputs/high_target/recorded_nsmp_full/nsmp_recorded_records.csv,481224,a692d8a5e9291e5f55c7160d0ba2d11727bce4e21811fcf8b4352194c049ef7f
outputs/high_target/recorded_nsmp_full/source_registry_nsmp_population.csv,10221,5661430d95dada0305b122ac905496814b22bd77fa71b644913dfcca78f648bf
README.md,1736,b573118d53ff369512f2620b027bf113ed313d35d36d8ab65fec5419e3dd61bd
REPRODUCIBLE_RUNBOOK.md,1632,5598d7c650f8e0b537e2433da29b530fab458a97dbd3a2dfb4928015b13c1fb2
