partition_seed,model,N,beta,pfu,cond,unsafe_rows,plain_pass,guarded_pass
9106,ridge_direct,500,2.6291530539845853,0.0229876615746181,0.23809523809523808,46.0,True,True
9106,ridge_direct,2000,2.6283442744833114,0.021886016451233843,0.23809523809523808,46.0,True,True
9106,scratch_mlp,500,3.162817965621285,0.04945086050724638,0.05555555555555555,46.0,True,True
9106,scratch_mlp,2000,3.0846317114179373,0.03387023232471602,0.04563492063492063,46.0,True,True
9106,xgb_direct,500,2.955166847497838,0.029100873971797885,0.1111111111111111,46.0,True,True
9106,xgb_direct,2000,2.55051658615736,0.01877830615942029,0.3492063492063492,46.0,True,True
9107,lgbm_direct,500,1.2467437688125556,0.0,1.0,308.0,False,False
9107,ridge_direct,500,1.9035320645770082,0.2580907713210702,0.2161184210526316,308.0,False,False
9107,scratch_mlp,500,1.2670757512664443,0.01555619425863991,0.9947368421052631,308.0,False,False
9107,xgb_direct,500,1.2498943571391048,0.0,1.0,308.0,False,False
9108,lgbm_direct,500,2.333318975357378,0.04146634615384615,0.1631335282651072,234.0,False,False
9108,lgbm_direct,2000,1.908783206664768,0.013782051282051282,0.3626949317738792,234.0,False,False
9108,ridge_direct,500,1.92903947729948,0.059965945512820515,0.38188352826510724,234.0,False,False
9108,ridge_direct,2000,1.9219871728610316,0.05936498397435897,0.38626949317738796,234.0,False,False
9108,scratch_mlp,500,1.567717330201619,0.0401943108974359,0.5785818713450293,234.0,False,False
9108,scratch_mlp,2000,1.5485314697744343,0.02091346153846154,0.558692738791423,234.0,False,False
9108,xgb_direct,500,2.233213693002268,0.034425080128205124,0.2080896686159844,234.0,False,False
9108,xgb_direct,2000,2.01341952903385,0.015264423076923078,0.3067738791423002,234.0,False,False
9109,lgbm_direct,500,2.234583401680142,0.022716346153846153,0.2875488653699466,280.0,False,False
9109,ridge_direct,500,1.899551613604272,0.20643028846153846,0.25616776315789475,280.0,False,False
9109,scratch_mlp,500,1.5550595349106526,0.04259214743589744,0.6336577119883041,280.0,False,False
9109,xgb_direct,500,1.9936171449118902,0.006730769230769231,0.43636676042461225,280.0,False,False
9110,lgbm_direct,500,2.188777742996276,0.03583559782608696,0.30441252587991713,138.0,False,False
9110,lgbm_direct,2000,2.0934514150989942,0.017957427536231883,0.4226190476190476,138.0,False,False
9110,ridge_direct,500,2.080278452525275,0.06362658514492753,0.25,138.0,False,False
9110,ridge_direct,2000,2.063527898316244,0.05949954710144927,0.2604166666666667,138.0,False,False
9110,scratch_mlp,500,2.0265511826298757,0.054625226449275366,0.46875,138.0,False,False
9110,scratch_mlp,2000,2.058070843890029,0.03012907608695652,0.4730525362318841,138.0,False,False
9110,xgb_direct,500,2.0917785130041606,0.026698369565217393,0.3913690476190476,138.0,False,False
9110,xgb_direct,2000,2.06784190991545,0.017900815217391303,0.48065476190476186,138.0,False,False
9111,lgbm_direct,500,1.9030712407741448,0.019731570512820512,0.4329769736842105,216.0,False,False
9111,lgbm_direct,2000,2.0448932391213446,0.020078612266112267,0.38651315789473684,216.0,False,False
9111,ridge_direct,500,1.5934570671925314,0.03051682692307692,0.7138157894736843,216.0,False,False
9111,ridge_direct,2000,1.5654904763487492,0.027852564102564103,0.7467105263157895,216.0,False,False
9111,scratch_mlp,500,1.5553119408172424,0.05319971413721414,0.7611019736842105,216.0,False,False
9111,scratch_mlp,2000,1.6287526853159917,0.030297124047124046,0.7203947368421053,216.0,False,False
9111,xgb_direct,500,2.162119395935688,0.019798163548163546,0.21875,216.0,False,False
9111,xgb_direct,2000,2.01341952903385,0.017761391198891197,0.40460526315789475,216.0,False,False
9112,lgbm_direct,500,2.0096225395640577,0.029810399341649342,0.3248355263157895,216.0,False,False
9112,lgbm_direct,2000,2.0631059383610153,0.021601048163548162,0.34210526315789475,216.0,False,False
9112,ridge_direct,500,1.7863756127196668,0.029647435897435896,0.6217105263157895,216.0,False,False
9112,ridge_direct,2000,1.7462401503753913,0.027403846153846154,0.6217105263157895,216.0,False,False
9112,scratch_mlp,500,1.5439677158750023,0.03503118503118503,0.7808388157894737,216.0,False,False
9112,scratch_mlp,2000,1.6727780699418704,0.03276972886347886,0.6907894736842105,216.0,False,False
9112,xgb_direct,500,2.08599399885555,0.021363911988911986,0.2574013157894737,216.0,False,False
9112,xgb_direct,2000,1.9813138357295168,0.015511304573804573,0.3149671052631579,216.0,False,False
9113,lgbm_direct,500,2.2414027276049446,0.031987396049896054,0.28289473684210525,216.0,False,False
9113,lgbm_direct,2000,1.9939836058885432,0.01791515072765073,0.3157894736842105,216.0,False,False
9113,ridge_direct,500,1.739817744641496,0.030340165887040884,0.6217105263157895,216.0,False,False
9113,ridge_direct,2000,1.767865848525216,0.0300380608974359,0.6217105263157895,216.0,False,False
9113,scratch_mlp,500,1.5956053913635548,0.046408307345807344,0.7401315789473684,216.0,False,False
9113,scratch_mlp,2000,1.731349638593602,0.038024893884268884,0.6414473684210527,216.0,False,False
9113,xgb_direct,500,2.188877164558714,0.027096327096327096,0.3207236842105263,216.0,False,False
9113,xgb_direct,2000,2.069901830895051,0.019163634788634788,0.29276315789473684,216.0,False,False
9114,lgbm_direct,500,2.520502217190359,0.0026041666666666665,0.18840579710144928,64.0,True,True
9114,lgbm_direct,2000,2.455662903635565,0.0010416666666666667,0.3381642512077294,64.0,False,False
9114,ridge_direct,500,3.162817965621285,0.11510416666666666,0.05555555555555555,64.0,True,True
9114,ridge_direct,2000,3.162817965621285,0.133203125,0.05555555555555555,64.0,True,True
9114,scratch_mlp,500,2.0976338780909223,0.010677083333333332,0.5,64.0,False,False
9114,scratch_mlp,2000,2.0976338780909223,0.0069010416666666664,0.5555555555555556,64.0,False,False
9114,xgb_direct,500,2.5446893306204585,0.0015625,0.36231884057971014,64.0,True,True
9114,xgb_direct,2000,2.5616819349340227,0.000390625,0.36231884057971014,64.0,True,True
9115,lgbm_direct,500,2.6132948076176703,0.03559920314336075,0.11830357142857142,92.0,True,True
9115,lgbm_direct,2000,2.567769903141709,0.0223640080297689,0.13392857142857142,92.0,True,True
9115,ridge_direct,500,2.088877519076817,0.03299901463963964,0.3671875,92.0,False,False
9115,ridge_direct,2000,2.0976338780909223,0.03141172762436349,0.359375,92.0,False,False
9115,scratch_mlp,500,2.1639426646500115,0.047027241235801015,0.3046875,92.0,False,False
9115,scratch_mlp,2000,2.2536411877789395,0.025902583969839403,0.2779017857142857,92.0,False,False
9115,xgb_direct,500,2.567769903141709,0.0252013562475519,0.13392857142857142,92.0,True,True
9115,xgb_direct,2000,2.567769903141709,0.016401659811985898,0.13392857142857142,92.0,True,True
9116,lgbm_direct,500,1.6751222084633761,0.018579292084726865,0.531641604010025,244.0,False,False
9116,lgbm_direct,2000,1.7482091663727726,0.013411022853957635,0.5397869674185464,244.0,False,False
9116,ridge_direct,500,1.9159725502898413,0.09197472477703456,0.3574561403508772,244.0,False,False
9116,ridge_direct,2000,1.9128345952439982,0.08990489130434783,0.3574561403508772,244.0,False,False
9116,scratch_mlp,500,1.4275873233461778,0.04026651337792642,0.8049812030075189,244.0,False,False
9116,scratch_mlp,2000,1.529252245969139,0.04437404194537347,0.6923167293233083,244.0,False,False
9116,xgb_direct,500,1.6587600261532687,0.00940461259754738,0.649906015037594,244.0,False,False
9116,xgb_direct,2000,1.7703924338369872,0.012609740802675583,0.5518483709273183,244.0,False,False
9117,lgbm_direct,500,2.19553839284704,0.029885643115942027,0.28471413474810214,156.0,False,False
9117,lgbm_direct,2000,2.0515091313493587,0.013677536231884058,0.5764751552795031,156.0,False,False
9117,ridge_direct,500,2.139380173725027,0.08926064311594203,0.2119295634920635,156.0,False,False
9117,ridge_direct,2000,2.1005887399177063,0.10943727355072463,0.2392733134920635,156.0,False,False
9117,scratch_mlp,500,2.0214890313000695,0.06726109601449276,0.3782269021739131,156.0,False,False
9117,scratch_mlp,2000,1.998281580429435,0.02617753623188406,0.45523313492063494,156.0,False,False
9117,xgb_direct,500,2.0818868305755753,0.022050498188405796,0.46812996031746035,156.0,False,False
9117,xgb_direct,2000,2.042708576749926,0.016932744565217393,0.5566338854382332,156.0,False,False
9118,lgbm_direct,500,2.585823227605269,0.02204483695652174,0.10950080515297907,92.0,True,True
9118,lgbm_direct,2000,2.3669618255497045,0.012228260869565218,0.33425350816655164,92.0,False,False
9118,ridge_direct,500,2.7415970038950053,0.14578804347826085,0.06084656084656084,92.0,True,True
9118,ridge_direct,2000,2.645701413211112,0.13107450181159422,0.08465608465608465,92.0,True,True
9118,scratch_mlp,500,2.0976338780909223,0.060620471014492756,0.3452380952380953,92.0,False,False
9118,scratch_mlp,2000,2.08599399885555,0.027813632246376813,0.40740740740740744,92.0,False,False
9118,xgb_direct,500,2.3826720148424148,0.017708333333333333,0.2891649413388544,92.0,False,False
9118,xgb_direct,2000,2.4397714161355317,0.01358695652173913,0.2601794340924775,92.0,False,False
9119,lgbm_direct,500,1.3998026337511107,0.003483835005574136,0.8650140977443609,290.0,False,False
9119,lgbm_direct,2000,1.5747918979346616,0.008883779264214048,0.7087538819875776,290.0,False,False
9119,ridge_direct,500,1.8719180014224657,0.10344420638238573,0.2845394736842105,290.0,False,False
9119,ridge_direct,2000,1.828543998082818,0.09900536510590859,0.2911184210526316,290.0,False,False
9119,scratch_mlp,500,1.3315197639075544,0.042213193283166105,0.8745007048872181,290.0,False,False
9119,scratch_mlp,2000,1.5239386456433244,0.03677231396321071,0.6795993890977444,290.0,False,False
9119,xgb_direct,500,1.4647513038763234,0.00629572533444816,0.802984022556391,290.0,False,False
9119,xgb_direct,2000,1.602352624979653,0.010486343366778148,0.724915209218699,290.0,False,False
9120,lgbm_direct,500,2.8277595484479914,0.004427083333333333,0.06521739130434782,64.0,True,True
9120,lgbm_direct,2000,2.3205248912297582,0.0,0.3381642512077294,64.0,False,False
9120,ridge_direct,500,3.3593537179343116,0.13684895833333333,0.027777777777777776,64.0,True,True
9120,ridge_direct,2000,5.9978070150076865,0.14453125,0.0,64.0,True,True
9120,scratch_mlp,500,2.0976338780909223,0.019921875,0.5,64.0,False,False
9120,scratch_mlp,2000,2.1343700649993647,0.010286458333333333,0.5,64.0,False,False
9120,xgb_direct,500,2.455662903635565,0.0020833333333333333,0.25120772946859904,64.0,False,False
9120,xgb_direct,2000,2.4977054744123723,0.0005208333333333333,0.36231884057971014,64.0,False,False
9121,lgbm_direct,500,1.3937887371175341,0.002943840579710145,0.8358787593984962,290.0,False,False
9121,lgbm_direct,2000,1.504767009437006,0.008082497212931996,0.7568088018960444,290.0,False,False
9121,ridge_direct,500,1.828543998082818,0.10495749721293199,0.2911184210526316,290.0,False,False
9121,ridge_direct,2000,1.828543998082818,0.10143403358416946,0.2911184210526316,290.0,False,False
9121,scratch_mlp,500,1.3437155788104527,0.030064189659977703,0.9039565626021576,290.0,False,False
9121,scratch_mlp,2000,1.4347365682759037,0.02575599219620959,0.8556156015037594,290.0,False,False
9121,xgb_direct,500,1.540010917263207,0.010630922519509476,0.7018812316116377,290.0,False,False
9121,xgb_direct,2000,1.4942640965987062,0.006479933110367893,0.7449380925138933,290.0,False,False
9122,lgbm_direct,500,1.9599639845400538,0.021444310897435898,0.4991895499618612,262.0,False,False
9122,lgbm_direct,2000,1.913774004240742,0.01438301282051282,0.5734649122807017,262.0,False,False
9122,ridge_direct,500,1.8956010335110043,0.07713341346153846,0.37061403508771934,262.0,False,False
9122,ridge_direct,2000,1.8652995865905535,0.08066907051282052,0.36896929824561403,262.0,False,False
9122,scratch_mlp,500,1.5438850357510383,0.03377203525641026,0.7953852021357742,262.0,False,False
9122,scratch_mlp,2000,1.7209692154093372,0.02718349358974359,0.7062952898550724,262.0,False,False
9122,xgb_direct,500,1.964404744476904,0.01748798076923077,0.5154938977879481,262.0,False,False
9122,xgb_direct,2000,1.9232623102591173,0.012780448717948718,0.5301535087719298,262.0,False,False
20260613,lgbm_direct,500,2.3754582749226496,0.017663043478260868,0.27628249367379804,92.0,False,False
20260613,lgbm_direct,2000,2.3205248912297582,0.014945652173913044,0.3326432022084196,92.0,False,False
20260613,ridge_direct,500,2.644622262690623,0.1035439311594203,0.08465608465608465,92.0,True,True
20260613,ridge_direct,2000,2.645701413211112,0.11510982789855073,0.08465608465608465,92.0,True,True
20260613,scratch_mlp,500,2.0976338780909223,0.04771286231884058,0.3452380952380953,92.0,False,False
20260613,scratch_mlp,2000,2.0976338780909223,0.02497169384057971,0.37244076374511154,92.0,False,False
20260613,xgb_direct,500,2.288425195983824,0.014945652173913044,0.4662985967333793,92.0,False,False
20260613,xgb_direct,2000,2.4030478907207558,0.014628623188405796,0.2891649413388544,92.0,False,False
