p_false_safe,p_false_safe_upper95,beta_false_safe,beta_false_safe_cons,p_false_unsafe,p_false_unsafe_upper95,rmse_log,q_value_log,event_count,test_rows,analysis,model,model_label,target_label_budget,rep,interval_level
0.0016191123188405796,0.004336503623188406,2.944169628560668,2.624681428244127,0.10516304347826087,0.21770833333333334,0.4250668661014429,0.2978934430633457,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,8,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.13625452898550725,0.2725090579710145,0.5391044394876459,0.2669485199918879,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,9,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.12664741847826086,0.23760020380434707,0.47150586600509425,0.3038426018937188,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,0,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.1377151268115942,0.27499999999999997,0.5152912767724807,0.3061193160950854,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,1,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11024116847826088,0.2289911684782609,0.44837954740640334,0.2956470579483796,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,2,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.13563179347826088,0.265205502717391,0.4976344361314089,0.3136675763560146,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,3,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11232450181159419,0.23111979166666663,0.4382230996613136,0.3008872381578027,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,4,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11271512681159421,0.23159533514492756,0.45517654815959524,0.2882805990029857,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,5,0.9
0.001358695652173913,0.004076086956521739,2.998020795641642,2.645701413211112,0.1466315670289855,0.2853034420289855,0.5369765000226375,0.3103692521127255,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,6,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.09617866847826087,0.203515625,0.40849264340359076,0.2985441936463386,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,7,0.9
0.0018795289855072462,0.004279891304347826,2.8977034857762938,2.6291530539845858,0.10786911231884058,0.21815557065217395,0.42832877077903503,0.3036051785824627,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,8,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11859714673913042,0.23812839673913042,0.47236151402849036,0.3037038461881192,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,1000,9,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.1197463768115942,0.2505208333333333,0.48257204015670757,0.2934245494446266,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,0,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.12469429347826086,0.2575917119565217,0.48017852238614067,0.300207559343923,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,1,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.1220901268115942,0.2484375,0.47935971686398104,0.2895006400523752,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,2,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.12807971014492753,0.25677281476449276,0.4887788974981997,0.2956854612526514,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,3,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11909533514492754,0.24440104166666668,0.4589250392621869,0.3070862131217193,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,4,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.1392776268115942,0.2794270833333333,0.5361978423573907,0.289183790101994,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,5,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.10425158514492754,0.216796875,0.4097142631003438,0.3115126447075238,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,6,0.9
0.001358695652173913,0.004076086956521739,2.998020795641642,2.645701413211112,0.1449898097826087,0.28149428215579697,0.5198702634732334,0.3082902958092945,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,7,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.11349637681159419,0.23328804347826085,0.4455678979039925,0.314064172927551,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,8,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.12195991847826088,0.24049479166666668,0.47081224091034407,0.300207137781868,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,2000,9,0.9
0.005989583333333334,0.017968750000000002,2.512757441545635,2.0976338780909227,0.30236845355731223,0.39622902770915674,1.266942413197575,0.8551341909915131,8,2992,true event-disjoint target-label budget,scratch_mlp,MLP scratch,50,0,0.9
0.005989583333333334,0.017968750000000002,2.512757441545635,2.0976338780909227,0.3463706357048748,0.4439651268115942,1.965793251392882,1.0746812710688036,8,2992,true event-disjoint target-label budget,scratch_mlp,MLP scratch,50,1,0.9
0.00625,0.017968750000000002,2.497705474412373,2.0976338780909227,0.19676177536231884,0.2708738111413043,2.304507395863552,0.7230351205650316,8,2992,true event-disjoint target-label budget,scratch_mlp,MLP scratch,50,2,0.9
